Text,Tag,Confidence
"It seems like the charts in HubSpot intentionally have their color themes preset to make the charts look pretty, even if they don't make immediate sense.  ",,
It has a lot of black box that does not give developers freedom to integrate it with other tools.,,
"HubSpot has succesfully replaced a bunch of tools that we would otherwise require to manage all that we do. 
",,
I understand the different functions but it would be more optimal to have it all in one place.,UX:integrations,
"As a co-manager of my department with minimal time to research what it would take to set up a website on a different platform, I do feel a sense of responsibility to manage the budget...",,
"They are always available.
",,
but we can't share GIFs via hubspot.,,
Reporting could be better.,,
Not all features are free.,,
"They're always updating it to be better and more useful for their customers. 
",updates,
"I have to pay for so many tools as a small business owner, this is just one more tool I have to pay for separately, which makes Microsoft solutions look real appealing.",,
Want to integrate social advertising management?,,
so now I like it.,,
"Not too many things that I dislike about Hubspot, but if I have to choose I would say that some of the website and blog templates require the help of a developer.",,
"Of the many chat tickets I've opened, I've only been disappointed on one occasion.",,
"When we were receiving e-mails in the inbox, we couldn't forward the e-mail with the attached files and had to download and add them again.",,
"It is still relatively new and growing, but I would like to see more detailed marketing communication segmentation abilities.",,
The keyword tree is a little vague.,,
"- The support staff is available at all times and 99.9% of the time has a quick and easy answer to your problem.
",support,
"If they improved their landing pages, I would have no complaints with the software.",,
It would be nice in the dashboard to have options to see only your actions / at the same time as the companies actions (side by side).,,
"On the off chance that you ever do have an issue, their help group is constantly ready to unravel issues in an auspicious way.",,
Just when I get use to a feature it moves spots and changes the look.,,
For example with regards to making certain fields compulsory and if contacts are merged in another CRM that is integrated it would leave orphaned leads,,
I would like to be able to filter by different options,,
There is not much I dislike about HubSpot,,
"Sometimes I know I made a template about a certain topic, but unless I know the exact name it will not come up.",,
This causes more confusion and more learning without a huge benefit.,,
I do not dislike anything about Hubspot.,,
I'm finding it hard to think of anything I dislike about Hubspot.,,
I would like for there to be more in-depth reporting functionality.,,
"Recently, they integrated template editing functions like drop and drag in the email builder and landing page that is clunky.",,
The CRM function is odd and a bit redundant since use SFDC>,,
"This gives you great data, but you will have to make edits to the campaign on the actual platform.",,
"We also occasionally have some lag time with page loading, but it's infrequent.",,
"The social media reports
",,
"If I can show a Youtube video directly to customers using HubSpot, I think it will make a much more compelling advertising platform.",,
"It was expensive, and we truly did not need it.",price,
ITs just really expensive overall.,price,
The lessons available too are pretty easy to understand.,,
There aren't many things I don't like Hubspot is easy to use and makes my job as a social media manager SO MUCH EASIER.,,
The CRM does not have the capacity to add numerous email delivers to a solitary contact record.,,
Sometimes I have a difficult time finding how to add things to my contact profile or changing the view of a dashboard.,,
"If the price was lower, I think it would fare much better with its competitors.",price,
"Currently, I have to upload videos in each platform to have a native video appear rather than a link.",,
but that's not often.,,
"Additionally, I dislike that when you edit/ build web pages, you have to edit it in a very small box on the left.",,
I do have another dislike as well about even after I have signed up I am constantly getting emails from their reps wanting me to signup.,,
"The Forms submission do not appear on the main inbox, and although this is a known issue to Hubspot, there has still been no fix provided.",UX:Actionable:bugs,
The previous perspective at the moment of programming an advertisement is enormously small.,,
no sea gmail o hotmail como si estuvieras registrando una empresa.,,
"Some basic features are still unavailable, expected to be addressed in time.",,
I've never had complaints with their service.,,
There are not any features I do not like in the small amount of experience I have had with the program.,,
"Because HubSpot caters to the users with minimum technical experience, the software can leave you wanting more in the customization department.",,
"Hubspot can be a bit overwhelming, however once you explore and can learn a little bit you are off and running so quickly!",,
"Its a great idea, but there are so many limitations that we do not really find it useful.",UX,
"It does make your images smaller, but the text seems to stay the larger, desktop size.",,
"Certain features don't offer as much functionality as I would like, however, Hubspot is great at listening to feedback and making updates based on customer requests.",,
I honestly want to finish the HubSpot Software certification and add more certifications to my profile,,
"Nevertheless, the free version does a great job!",,
You have to personalize their template.,,
"so I can continue sharing content that our client's followers are searching for.
",,
A lot of information logged on multiple records can be a disturbance.,,
"There is limitations on the social postings, specifically for Instagram where Hootsuite actually offers the ability to add multiple pictures in a slideshow variation but hoping HubSpot has this feature on the enhancement list.",,
"Not in-depth, and leaves out Twitter",,
75% of the time they solve the problem over chat.,,
I am pretty sure that Hubspot can be a powerful tool for a certain business or organization to be successful in their endeavors.,,
Pay a separate monthly fee.,,
"Also, workflows you can create are a very powerful tool we use when creating campaigns.",,
"Sometimes with the web page editor, the ways to customize your content can be limited.",,
Would be great if I could select a day of the week or time of day to send the emails out.,,
I wish we could create workflow automation templates that could be copied to other portals.,,
"I wish the chat box would answer my questions, not just direct me to the phone number.  ",support:UX:wishes,
"There is nothing to dislike, this is really the best program I have used for sales.",,
No challenges to date - am still evaluating reporting and integration capabilities.,,
"We still kept Unbounce, and our blog on wordpress for the sure customization aspect because we just didn't fell Hubspot was close to what Unbounce offered (landing page wise) we were even told when purchasing that many clients keep Mailchimp and Unbounce for these same reasons.  ",,
This can often take a while to be graded and returned to you.,support:UX,
Feels like you are just drowning in tabs and sub menus.,,
it's pretty consistent,,
I would also like to see LinkedIn integration for social media posts.,,
"Sure they could offer more features, but with a company like Hubspot I have no doubt that the capabilities will be more robust year over year.",,
Hubspot has a CRM as part of the software and do not provide ample support for third party CRM integration.,,
Especially the new Hubstars rewards program.,,
"By design, HubSpot is meant to be contact-oriented and not account-oriented.",,
"I had an issue with LinkedIn posts [images], but Hubspot' team is trying to solve it. 
",,
"Lately, there has been a few outages but everything seems to be reolved in a reasonable time frame.",,
I think HubSpot is doing a great job overall!,,
It can be difficult to work as a team on a project when only one person is allowed in the draft of an email or blog at a time.,,
I would love to see more reports and improved dashboard capabilities.,features:wishes:Actionable,
but maybe it would be better to be able to pay monthly and decide.,,
"For such a sophisticated software, the crappy editor is a real pain.",,
"Some of these extra fees are to be expected, but Hubspot will charge hundreds of extra dollars for features that other platforms include for no additional money.",,
We rely heavily on our in-house backend system.,,
the poor image quality when posting graphics has made us rethink our use of the platform.,,
but then again hopefully profits go up with it,,
I don't have much that I dislike.,,
"Other than that, no real dislikes!",,
It takes a while to get used to the system.,,
"The web editor seems a little bit bloated, and I think it could benefit for a minimalist design.",,
Design is finally easy due to specific templates setup by HubSpot.,,
"SEO features and design templates can use some work as well, but the main issue to many people I've recommended it to is price.",,
Modifications of templates for things like email are limited or tricky - especially if you are unfamiliar with coding.,,
Sometimes really cool features are disjointed.,,
En el Academy,,
"There is a learning curve, as it is a robust system, but they have very helpful training videos.",support:UX,
"I usually do not have time to do that since I am working on other projects, and wish that they could submit it themselves and put my name as a recommendation or that I agree that it should be added.",,
It's a little confusing at first to setup.,,
but I can't port over forms or contact properties.,,
"A rule that applies in one area may not apply in another, and it is confusing.",,
"Emails are easy to set up and send to your list.
",UX,
"I’d say that on the marketing end, they’re just missing an approval workflow.",,
I'd like a more robust interface where it takes me into the social platform itself and I can dive deeper into engagement.,integrations:features:Actionable,
I will say there is a bit of a learning curve.,,
It is super buggy and hard to use.,,
Having to learn a new coding program (Hubl) in order to do web coding.,,
I have been using Hubspot for about 3-4 years now,,
"We are paying customers and when I had a problem with payment, I was told to read the FAQs next time I had an issue (I reached out over social media) the FAQs never would have answered my issue.",Actionable:features:support,
"but if you use SalesForce, you are better off using Pardot.",,
It's a very great tool.,,
Our year spent using Hubspot has been an absolutely terrible experience all round.,,
"Analytics data can sometimes be confusing, but the product is constantly being upgraded, so this is improving.",,
"The Marketing Emails provide so many more options, while the Sales Templates are not near as appealing or flexible. 
",,
"Other than that, Hubspot is not only about selling the software, but also help us guide through the process.",,
With that it would also be good to know what pitfalls occur within in workflows.,,
"I think a standardization across all tools is very needed.
",,
Pinterest is a HUGE platform that we use as a business and Hubspot does not support it in their Social setting.,,
The tracking is also confusing.,UX,
"Previews are affected by how optimised the linked page is.
",,
"The only downside that I would like to mention is that in Projects, Description allows edit but it must show the time of last change made and name of the person who does the edit.",,
"However, this is generally only a matter of a time delay before this catches up.",,
"I learned that without a solid plan, the tool is not necessary.  ",,
The blog template is hard to customize and you have to spend more money to get a better template that's functional - on top of all the money we spend right now for the enterprise.,,
Hubspot would add a HUGE link to the end of all my emails,,
"It is frustrating not being able to move things around easily on landing pages, emails, etc.",,
"Too expensive, though!",price,
"Granted, that could take away from the personalized feel of personally calling them, but it would make it easier for sure!",,
"All around, in attempting to achieve much, it seems like each arm of Hubspot is not as powerful as it would be had we gone with individual providers.",,
"There is a free version, however it is missing a lot of key features such as email templates.",,
There isn't anything I dislike about hubspot.,,
I dislike how you're not able to curate a list of people to send follow-up emails to based on in,features:Actionable:wishes,
sometimes it just has a little error.,,
It's not inexpensive.,,
I spend a fair amount of time wondering where things are.,,
"For me, HubSpot is trying to be something much larger than what it actually is.",,
Wish outside of original contact source could track source that drives most recent conversion or purchase action.,,
All I've had were good experiences!,,
Landing Pages could be better.,,
I would have to say that only enterprise allows A/B testing.,,
"In general, though, I would add that it's tough to find one solution that does everything well.",,
and I would love to be able to use it as an editorial calendar .,,
It does what it says on the tin..,,
"But since they have launched the beta trial of their live chat support, it has made troubleshooting a lot easier.",,
and i copy and paste in HS,,
"I've been told they issue no refunds at all, they want to keep the full fee for the year despite very little work on their side.
",,
Sometimes emails don't format correctly when you send through the test emails.,,
"We sometimes reach the limits on hubspot when it comes to multilanguage features or large enterprise needs (several business units, but only one community possible).",,
I don't get the Design Tools and the way it works.,,
"Without the extra coding assistance, I would not have as nice looking templates as I do now.",,
"The main downsides are that the platform changes a lot - which, although is important for development, it can cause disruptions and delays in the workplace.",,
"In addition, some tools allow you to select multiple items and mass edit while other tools do not.",,
"I like the way, I can just clone the landing page and retain everything it had and clone and edit the template and make anything out of it.",,
"There are typically workarounds for many of their deficiencies, but they do have room for improvement with the emails.",,
I know its difficult due to privacy policies on different platforms but there are certain features and tools that are integrated with some platforms but not others.,,
"They assured us that Hubspot would integrate with some of our programs when, in reality, they did not.",,
"Ability to organize based on company
",,
The only thing i dislike about HubSpot is that you are unable to create an email template and send it to multiple recipients at once.,,
They have a basic walkthrough you can do but it barely scratches the surface.,,
I work with teams of people and ideal production workflows look great on paper but rarely execute ideally.,,
There's very little I dislike about Hubspot.,,
"The HubSpot team created some customized templates for our company, but when I tried to tinker with them, they seemed to break easily.",,
"Also, customer service can be hit or miss",,
Right now the reporting is broken out at a higher level:,,
Hubspot can be expensive for a smaller business.,,
Having the ability to schedule out social media posts for the upcoming week in advance in the social media resource in HubSpot provides me with the time I would like to manage community engagement and react in a timely manner.,wishes:updates:features:Actionable,
"You can build (after the academy courses) your own outbounding strategy from workflow , sequences until the wright emails and followups.
",,
I am not a fan of having to pay extra for the reporting add-on.,,
"There are some features that I'd love to see them roll out in the future, but they are continuously innovating and changing things up",,
"No wrap around text in email editor.
",,
"Price is super high for a small company at $200/month + onboarding fee to start I also wish they had their own live chat that I could turn on with the flick of a switch.
",,
Two would be the ability to build out an intranet page.,,
I wish there were more options for non-paying members.,,
I think there should be more standardization in the internal organization of HubSpot tools.,,
"It's just pretty pricey, sometimes having so many options is overwhelming and it takes more time to set everything up.",,
"When creating emails, I would appreciate more freedom and flexibility in terms of adding photos and text without a structured template (think photoshop accessibility-- free to put things wherever you see fit.)",,
"As a product, I feel it fits better there.",,
Sometimes a bit difficult to customize.,,
Actually in everything I used Hubspot for I have never been really disappointed.,,
"All in all, HubSpot's look & feel is not very consistent.",,
i did not really find any difficulty using this as a product.,,
I can hardly say something I dislike about HubSpot.,,
"We are already taking the time to answer the questions, we don't need this extra word count - yeah ... done.",,
"One issue is the price, which could be too much for starting businesses.",price,
This has caused tremendous issues with my marketing automation programs.,,
"They want you to use their proprietary tracking.
",,
"First, you cannot post image carousels (multiple images in one post) to Instagram via the HubSpot platform.",,
You won't see what it looks like until you preview it.,,
It isn't a big concern for us though.,,
"The reports tools could also be better - This might be a fixable problem, but I can't report on a group of contacts based on OR logic, it has to be AND logic.",,
"We have had some issues with chatflows, they honestly seem to piss off more people who interact with them than it does help them.",,
It's difficult to switch back and forth between templates and a new landing page to get it just right for the content you want to use.,,
For what I use it for--emailing and sharing contacts--it is perfect.,,
(number of days),,
"While it is possible to change almost all the elements, usage of the knowledge base and some hardcore HTML/JS/CSS skills are required 
",UX,
Difficult to navigate the analytics.,,
also sometimes I find searching people wont work all the time,UX:bugs:Actionable,
I have not found many problems with HubSpot just that some of the technical support could be better times.,,
It's WELL WORTH the effort of getting HubSpot set up.,,
It would be helpful if we could tag individuals in posts created in HubSpot.,,
The only small thing is I wish they would allow deals data to update company and contact data,,
There are sometimes messages prompting you to turn on HubSpot in your email that get annoying.,,
"When I have any question at all, I use the chat support line.",support,
"It's a pain, really.",,
Wish you could go a little more customized with those.,,
The quality of the reports are not to my liking since sometimes it is difficult to obtain specific data to be able to optimize campaigns.,,
Social media accounts need periodic reconnecting which is a pain.,,
"There's not an easy link to finding the buyer personas to update them, even though they are stored on the marketing dashboard.",,
"Also, adding the pixels into your website have been a little difficult for tracking customers.",,
The hard part is fully customizing the navigation from our current navigation because it was completely custom before.,,
Check their BBB report.,,
"The platform does not allow adding integrations with automated metrics tracking platforms, as in the case of google analytics.",wishes:Actionable:features:integrations,
This is the exception rather than the norm however.,,
I also dont like that with the gcal integration the edits you make to the invite in hubspot are reflected on the prospects side of the invite.,,
"Limited analytics
",,
"I don't enjoy having to scroll back and forth, and having to zoom in and out all the time on more long-winded workflows.",,
It lacks some customization options and it may be a little redundant at times.,,
I wish it had the ability to track multiple emails within one email.,Actionable:wishes:features,
"Not always as flexible as I'd like (with the simplicity you lose some of the ""fancier"" things you can do with custom coding).",,
"Just give it the time that it needs, read the manuals, hacks and everything available and then get on doing the task you want to.",,
It seems we don't have nearly as much control as we would like to connect data via the connector.,,
There's been a few glitches I've run into.,,
There are a lot of product changes that often feel unnecessary.,,
"HubSpot covers all the bases, but I don’t think they will have all the best features across every channel.",,
"Sometimes, the source code erases when pasting the content in the resource section from notepad or word document.",,
"a la herramienta de prueba de páginas A / B. Después de usar algo tan simple como MailChimp, Hubspot definitivamente tiene un poco de una curva de aprendizaje.",,
"Right now if you want to host more than two, there is a $700 charge for each additional domain.",,
"HubSpot is a great marketing automation tool, there isn't anything I dislike about it.",,
"- Landing Page Builder and Design Manager, HTML capabilities
",,
I would prefer that Hubspot have a to-do list capability that would allow users to see all assigned tasks as a pop-up when first logging in.,,
You are forced into paying for training even if you have used CRM's before.,,
There are features I'd love to see within HS like the ability to post videos to social and easier coding for landing pages.,,
The SEO/web site analytics facet could offer more insights into competitor web sites,,
"Key datapoints are present, but as it is a newer product (Hubspot Ads) there are signs of it's infancy, however it appears to be progressing at an acceptable pace.",,
Will probably book a meeting with our account manager to clarify this point.,,
so I don't have to jump from platform to platform.,,
I'm not really a fan of the design manager part of HS.,,
Luckily there are so many classes and helpful videos in HubSpot Academy that you'll quickly be finding your way around.,,
Attribution could also be improved.,,
A few times they have made changes on their side that have affected our inbound lead flows and broken them.,,
"I didn't get much on the form, mostly people looking for jobs, rather than potential customers, so I realized I needed to improve my marketing, but didn't have the time to spend much effort on that (I am running a startup, so time is limited), so the experiment was placed on hold.",,
Inserting a picture?,,
We all did it.,,
I do not like the new Beta View.,,
"One example for this is the landing page creator, which really needs a revamp to be fully flexible.",,
"Workflows are beyond limited and there are way too many steps to needed to create ""workarounds"" for most basic nurture campaigns..",,
There is room for improvement with some integrated apps,,
"Also, reporting can sometimes",,
Hubspot knows this fact but lack of mobile responsible tool is not what I expected.,,
The mobile medium needs to be easier to access and have similar functions to the computer medium.,,
"Superb Integration with other tools
",,
No images/content shown.,,
"I also do not like they way I cannot organize my emails, lists or website pages effectively.",,
It can sometimes be seen that new functions are released without equivalent reporting capability.,,
Very high & limits contacts and email sends.,,
Every other day when it does not work.,,
Once we did it was much easier to use.,,
The fact that sometimes the page from a lead is so long that I have to scroll some minutes to arrive to the beggining,,
I would love to be able to easier change dates and times by simply dragging and dropping or something of that nature.,,
It's a fairly pricy product and Hubspot takes a bit longer than I would hope to take on some of the customers feedback.,,
UI is terrible as long names of objects are clipped so you can't differentiate between 2 versions of the same thing.,,
"not having language variations in blogs, hub dp doesn't update after editing.",,
"For example, you have to create a custom field for custom lead statues",,
"The templates are great for emails, and it makes it easy to manage email marketing, sales, and our website!",,
"HubSpot's content-based metrics is very helpful for A/B testing and to see what is working better than others, etc.",,
"Also the compatibility with SalesForce is poor as well, which leads to even more manual work on my part.",,
It would be nice to edit it straight from the page or at least a bigger box.,,
For example a half split payment would make a big difference.,,
"While it has a lot of benefits, it does lack the flexibility and ability to do what some of the more well established CRM solutions offer.",,
"There is a large forum/idea platform where users can submit ideas/feedback, which everyone can vote for to prioritise the ideas towards HubSpot.",,
It has taken us 6 months to get to grips with and truly leverage the full power of the platform.,,
I struggled with the if/then branches and with setting goals initially.,,
"It can do wonders, but to do that you'll first have to enable yourself enough to do so.",,
I love the COS platform and I wish it was included in the platform / software price.,,
"It seems a little intimidating at first, when you first start looking around the site.",,
"• Tons of education and support
",,
Hubspot is almost there but will be best for less sophisticated business cases.,,
I much prefer Wordpress as a CMS and mailchimp for email marketing over hubspot.,,
Nothing for now the software is okay and works perfectly well,,
The mobile app still needs a little work specifically the chat feature (which I love).,,
"I realize some of these limitations are out of HubSpot's control, but having to use a separate platform to publish videos or tag locations is a huge pain in the neck.",,
We have given it over 1.5 years with Hubspot and have had to hire one of their consultants (spending an additional $1500 to have them assist us with best practices).,,
Coz setting up the initial tabs in every important to get things going.,,
"Some of the questions we have don't have intuitive answers in terms of funnel management, where leads are really coming from (by page), etc.",,
We spot them and quickly delete the newly created company record.,,
There are some features that I wish they had but it takes forever for implementation.,,
Accessing footer editing took me a while to work out as well as editing nav bar changes but with practise i've got a lot quicker.,,
So your emails could not be delivered because they hard bounced when they were sent an email from anyone of Hubspot customers using their tool.,,
"The apps for mobile and tablet aren't sufficient versions of the desktop version, and since i want to do a lot of my marketing work on my iPad Pro on the road, this gets really frustrating",,
The cost of add-ons is too high.,,
the Marketing Hub as whole.,,
The Hubspot chatbot is extremely limiting.,,
"I know that they are available a lot, but there are quite a few times when I need to chat with someone right now and chat will be unavailable.",,
"The email marketing tools could use updating, they lack some basic features that other providers such as mailchimp, sendy, etc have.",,
"Compared to these tools, HubSpot is not intuitive and lacks some features.",,
The basic reporting and the advanced versions need to be further improved.,,
Editing and formatting your web page.,,
This then caused confusion and made me look very unprofessional.,,
The styling restraints!!!,,
but we've been able to use them and see how it works for our organization.,,
"however, in my experience, HubSpot is already working on these ""setbacks"" and/or they integrate with the standalone software.",integrations,
Support asks you to log your own feature requests instead of passing them on to the product team for you.,,
It's starting to get to be a bit pricey.,,
It tends to overpower from the start as there are a ton of alternatives and a great deal of approaches to incorporate a crusade.,,
"This adds up quickly, if you keep in mind that you have to keep everyone stored here, even useless contacts who have unsubscribed or opted out.",,
"For the CRM, I don't see drawbacks.",,
There is a lot of features but it's simple to use.,,
"It can be intimidating, daunting, and almost too robust.",,
Workflows can go more in depth with options regarding contact activity to make marketing efforts even more personalized.,,
My current downside with HubSpot is the difficulty in syncing with our CRM - Microsoft Dynamics.,,
But to conclude that the integration between the sales and marketing is so great.,,
I do believe that there is a learning curve that will take a bit of time to get familiar with everything and use it to its fullest potential.,,
You also can't change the reply-to email to be different from the sender.,,
They've been battling with Marketo for the top spot year after year.,,
"It's like the jack of all trades platform for marketing, but I think most people are moving towards more elegant tools that are separate but super powerful for their purpose.",,
Some of the design and layouts modifications can be tricky to understand.,,
"When I need to publish more than one image to LinkedIn, I have to go to the platform and publish in real time, meaning that I have to remind myself to do it.",,
This makes strategy conversations difficult and can ultimately limit the type of service you provide based on the package tier your client chooses.,,
Does not integrate natively with MS Dynamics and needs a 3rd party integrator.,,
"Sometimes some issues happened like, Last time PayPal integration was not working for 10-11 days and because of that we faced many problems.",integrations:Actionable:bugs,
It seems at times as though they have over-engineered certain aspects of the UI and removed some functionality that I previously found helpful.,,
"One could ask for more features within the free version, but that is it.",,
"I do agree that it is worth the money, but if you're a smaller sized business the price tag might seem extremely out of range.",,
I would actually recommend getting your blog and/or social media pictures from sites like pexels and pixabay.,,
"I don't like the emails, it's really hard to make a nice design or if  i have my own text templates on google drive",,
"Forced to use subdomains for blogs, glitches in interface",,
Asked to pay an additional $100 a month to achieve basic functionality only after we signed contract.,,
I haven't been able to really get them to work well for some automated projects.,,
"Hubspot provides tons of useful content for better understanding how marketing works in general, but the software itself doesn't always seem too tailored to our business needs without heavy consultation with Hubspot SMEs.",,
"We are using the paid service for a few seats, but with limited email response times for support, we are going back to something else.  ",,
Their chat function is also limiting for our needs.,,
I am always reaching for the statistics that I would like but am unable to achieve them.,,
At the time the email design feature can feel too rigid with it's set templates however this is the payoff for ease of use.,,
"you normally think of, because it still involves coding in some way.",UX,
I would like To have it more integrated...in order to garantee that MQLs are reflected to management team.,,
The email and landing page creation tools - having to create templates to design anything is a PAIN and a drag & drop feature would be MUCH EASIER.,,
I don't like the limited customization.,,
That makes things very cluttered at times.,,
I do wish it would include for us where our website clicks are coming from.,,
"For example, it would be wonderful if the media/content library was better organize for user experience and upload along with a better catalog of searching capabilities.",,
You will always find few technical issues/bugs when using software or tools etc..,,
Has never given me trouble.,,
HubSpot is too rigid and the system is built so you have to conduct email marketing/marketing automation in the HubSpot way.,,
"Honestly, I don't have anything I dislike.",,
"It would be great to have the ability to tag individual people on Linkedin (not sure if this is a privacy issue), to be able to enable twitter cards from the blog, and to have some kind of marketing expert/guide to help you use the app as with Hootsuite/Facebook.",features:Actionable:wishes,
"So, if I send out a national marketing email for one of my sales guys, I can't have the responses go out to him.",,
"There are some features that we wish were available, certain reports, different ways to sort contacts, etc.",,
"But if you can afford it, it's amazing.",,
"However, this is where the top-notch customer service benefits us.",,
"I'm not as impressed with their CMS program, which they call HubSpot COS.",,
We always have to get them custom formatted.,,
For some tasks where coded i needed it can be a little bit tricky to understand Hubl code,,
Also there's some operational issues like lack of multiple timezone support for accounts.,,
"Also, prices are not very affordable.",,
You need to actively manage costs for it not to spiral out of control.,,
"We continue to learn more, use more features and add more users.",,
"The website software within HubSpot is a bit different than most, such as Square Space or WordPress.",,
"Sometimes some views have automatically loaded twice for a few weeks (as if you'd push F5 for refresh twice), making you wait a tiny bit longer until you can use the controls in the view (such as list of webpages or blog posts on your site).
",,
"Sometimes some tools will be moved around without my knowledge, and I need spend some time to refamiliarize myself.",,
"All in all, no problems yet, still working to figure out the best techniques.",,
"The pricing is pretty high compared to other things, so the customer has to see the value.",,
I can always speak to someone on the support team in under 5 minutes at any time.,,
Sometimes you want to use all their products as they work seamlessly together,,
We could also use the ability to make child and parent lists so that you can work your way down audiences.,,
You also are limited in terms of what you can do unatively versus natively.,,
You definitely need a single person devoted to the inbound activity on the platform.,,
"Hubspot sometimes has bugs and kinks that need to be worked out, but their support team is easy to work with.",,
"But I would like to see more options added in the setting of form completion such as changing contact property value, lead score etc.",,
"I asked the firm why we needed to sign up so early in the project, we hadn't even agreed upon messaging.  ",,
"In summary, it became much easier to have our team working on a single platform, with the same metric techniques and business analysis throughout the sales funnel process.",,
I've noticed that dropping multiple pictures into emails and formatting them is a little tricky.,UX:Actionable,
It's all manual.,,
"Also, it would be great to get a monthly newsletter when new features are added.",,
"Since the update done in Jan there have been a lot of bugs that have affected me being able to use HubSpot without running into a problem every other week, and slow follow-up response time when issue aren't able to be resolved when on the phone.",,
"Though it is a fantastic tool and has great support, other solutions have won business through their ability to offer just as good if not better support for a more affordable price.",,
"It works well for what I need it to do, plus the ability to then trigger emails is invaluable to me.",,
My inbox is saturated enough without getting notified of every tiny thing that happens in hubspot.,,
It steps up quite steeply to access all features and sometimes it's hard to prove ROI for the higher price bracket.,,
It also involves in mail tracking and automation of the mails.,,
"Some key integrations are missing, as the one with Likeding Lead Gen Forms.",,
I have to call support another time to see if someone else understands my end goal question or I am just sent to an article to refer to.,,
I think it needs more flexibility,,
There is also usually a pretty long wait time to get someone on the phone.,,
Nothing like that as it provides to maintain and increase leads.,,
"Also, HubSpot is a MASSIVE tool, and I definitely had a pretty substantial learning curve to get started.",,
"From visual point of view, customisation to adapt the fonts, colors and look and feel of the forms, mailings, etc... is not as easy at it seems at the beginning.",,
There isn't much I dislike about HubSpot.,,
Our business uses Salesforce contact records heavily which makes it challenging to sync data between both systems.,,
and I can't commit to the dozens of hours that would be required to become even remotely comfortable.,,
"This makes development a little slower - but the tradeoff is that once a template is designed, it can easily be used over and over again.",,
"Some feature that feel like no brainers are disable, i think to protect their pricing model, but they should be there.",,
The initial setup can be a bit tedious in regards to templates.,,
"Creating a campaign and associating all activities to it including email campaigns, social media posts, landing pages ..",,
I wish there were more social posting capabilities.,Actionable:wishes:features:UX,
"Though there is nothing as such to dislike about Hubspot itself, there are things such as Hubspot marketplace which is still at very basic, though it is growing but at present you will not find amazing buy and use resources.",,
"There are certain features that we need, but they are not developed.",,
My only complaint is that you don't get a ton of flexibility from the platform.,,
Lack of conversion stats - would be nice to get a percentage conversion i.e of calls/activities to meetings,,
"Oftentimes I crave more customization from Hubspot, in terms of what workflows, fields, and integrations I think would benefit our organization.",,
This is such a critical part of the tool yet it does not seem that much effort or work has gone into this.,,
But their support team is super responsive and they are very proactive in addressing customer issues.,,
This is one major area in which Intercom clearly outshines Hubspot.,,
I use HubSpot daily for hours on end and have never run into any issues.,,
"Also, sometimes the plugin doesn't work on desktop (in Gmail), despite being live and installed.",,
I would like the reporting system to be more specific.,,
The user interface can be a bit confusing.,,
the other applications do.,,
There are so functionality that are just better in other tools so while HubSpot offers them (chatbot + live chat),,
"I felt it easier to build my own LPs using another service.
",,
"Getting started is a bit overwhelming, and there is not a really concise searchable knowledgebase to access for the many nitty gritty questions that come up with the set up.",,
The new domain name connection fee is insane.,,
Modifying and customizing emails has been a challenge for me.,,
"As Hubspot grows, it continues to fracture its pricing model and hide more and more features behind ""Add-on"" paywalls.",,
"Also, when reporting, I would like an option for multi-currency payments to be added, as we currently operate on several countries.",,
Cost is too high for small businesses on the marketing platform.,,
"I would like to fully dive into Hubspot, but I can't quite afford it yet.",,
"Good place to post tweets, but not as good as Tweet Deck.",,
"For example, I will add the website link for LinkedIn or Twitter for a new contact and after I have saved it",,
I also didn't love the change they made to the html email design process.,,
It could use some work on ease of use as it can be confusing at times.,,
Having to log on to a desktop in order to send out a tweet is a pain.,,
I wish that chat support was online 24/7.,,
Sometimes HubSpot Support is slow to answer when you open a ticket through email.,,
"The learning curve is not too terrible and the community of users is awesome as well as HubSpot Academy, If you are a self-learner, it's easy to hack around in. 
",,
The CRM system is a little light and a bit kludgy.,,
"All of the ""custom templates"" they make you look exactly the same.",,
Because I'm in the software constantly I run into bugs sometimes.,,
Often it takes a while to successful launch new tools and their sales tools are tough to use with a larger sales team that wants to use tools that HubSpot doesn't yet offer,,
I work very closely with the sales team and sometimes there are reports we can't create that we were able to in Microsoft Dynamics,,
"An example is the workflow - that you need to remake stuff, instead of copying.",,
"There aren't many things I dislike about HubSpot, but if I had to be really nit-picky it would be the fact that things are constantly changing..",,
"I also don't like the lead tracking, but mostly because I use Wix to host my website.",,
"The other negative would be that the customization process for the email template is very different from the landing page, which seems counterintuitive to me.",,
There have not been any complaints from anybody on our team.,,
May need to do a bit my research on my end for the future.,,
Until then I could say that there will be the same experience in terms of using this tool.,,
"I wouldn't say I ""dislike"" this aspect, but its definitely a commitment to get started with inbound marketing and keep things moving forward.",,
He notado que puedo realizar muchas cosas dentro de Hubspot y,,
but there isn't as much of a free selection as I would like.,,
The reporting has been a real issue for us up to this point.,,
Professional plan pricing which includes social media features is formidable for small business owners with 1-5 employees.,,
"For example, we have multiple websites managed in one Hubspot portal and it's a challenge to use the traffic and lead reports in Hubspot since it does not differentiate between websites, only sub-domains.",Actionable:bugs:integrations,
There's a slightly difficult learning curve for a new user.,,
I had a little problem learning all that I wanted to learn at first but after some use I understood most of it.,UX,
"Another difficulty about this software is that marketing automation is very difficult to use, and you cannot get accurate data from HubSpot.",,
"Paid Search, Paid Social.",,
There are also some small details that I would love to see included.,,
